DEPARTMENT,COURSE,COURSE DESCRIPTION,INSTRUCTOR NAME,GPA GRADES,TOTAL GRADES,AVG SECT GPA,AVG STDNT CUM GPA,A%,B%,C%,D%,W,WX,I,R
AST,105,STARS AND GALAXIES,"Cohn,Haldan Neal",138,173,2.726,2.882,31.2,29,28.3,5.8,14,21,0,0
AST,105,STARS AND GALAXIES,"Rhode,Katherine L",159,179,2.832,2.987,34.6,30.2,24.5,6.9,10,10,0,0
AST,105,STARS AND GALAXIES,"Lugger,Phyllis M.",214,254,2.768,3.041,29.9,29.9,33.2,4.2,17,22,1,0
AST,107,THE ART OF ASTRONOMY,"Pilachowski,Catherine A.",170,195,2.805,3.074,26.5,41.8,22.9,4.1,8,14,2,0
AST,222,GENERAL ASTRONOMY II,"Deliyannis,Constantine P.",18,19,3.522,3.441,55.6,44.4,0,0,0,1,0,0
AST,570,GALACTIC DYNAMICS,"Steiman-Cameron,Thomas Y",7,8,3.386,3.568,42.9,57.1,0,0,0,0,0,0
AST,575,STRUCT & EVOLUTION OF GALAXIES,"van Zee,Liese",8,8,3.213,3.484,25,75,0,0,0,0,0,0
BIOC,580,INTRO TO BIOCHEMICAL RESEARCH,"Bauer,Carl E.",9,10,4,3.587,100,0,0,0,0,0,1,0
BIOL,901,ADVANCED RESEARCH,"Fuqua,Clay",6,44,4,3.895,100,0,0,0,0,0,0,38
BIOL,112,INTEGR FRESHMAN LRNG EXP II,"Hohmann,Andrea",12,15,3.308,3.702,41.7,50,8.3,0,0,0,3,0
BIOL,104,INTRODUCTORY BIOLOGY LECTURES,"Bender,Alan David",39,54,3.479,3.081,61.5,28.2,7.7,2.6,3,12,0,0
BIOL,104,INTRODUCTORY BIOLOGY LECTURES,"Mojonnier,Laura Ellen",146,162,3.103,3.202,46.6,28.8,19.9,2.7,6,10,0,0
BIOL,104,INTRODUCTORY BIOLOGY LECTURES,,7,7,3.2,3.277,42.9,42.9,14.3,0,0,0,0,0
BIOL,111,"FNDTNS OF BIOL:DIVRS,EVOL,ECOL","Tansey,Michael R.",104,119,2.829,3.028,41.3,21.2,23.1,6.7,2,8,5,0
BIOL,111,"FNDTNS OF BIOL:DIVRS,EVOL,ECOL","Tansey,Michael R.",47,57,2.679,2.998,34,25.5,23.4,6.4,3,4,3,0
BIOL,111,"FNDTNS OF BIOL:DIVRS,EVOL,ECOL","Tansey,Michael R.",71,87,2.796,2.967,33.8,29.6,21.1,11.3,6,7,3,0
BIOL,111,"FNDTNS OF BIOL:DIVRS,EVOL,ECOL","Tansey,Michael R.",66,68,2.877,3.143,34.8,31.8,22.7,6.1,0,1,1,0
BIOL,112,FNDTNS OF BIOL:BIOL MECHANISMS,"Berndtson,Amy",141,158,3.37,3.538,58.2,25.5,14.2,2.1,11,6,0,0
BIOL,112,FNDTNS OF BIOL:BIOL MECHANISMS,"Tennessen,Jason",84,96,3.274,3.218,54.8,27.4,11.9,6,6,6,0,0
BIOL,112,FNDTNS OF BIOL:BIOL MECHANISMS,"Dunn,Megan Marie",88,99,3.157,3.014,37.5,47.7,11.4,1.1,7,4,0,0
BIOL,112,FNDTNS OF BIOL:BIOL MECHANISMS,"Dunn,Megan Marie",135,146,2.999,2.98,36.3,45.9,8.1,3.7,5,6,0,0
BIOL,112,FNDTNS OF BIOL:BIOL MECHANISMS,"Chooi,Yean W",73,76,3.175,3.25,49.3,27.4,19.2,1.4,2,1,0,0
BIOL,112,FNDTNS OF BIOL:BIOL MECHANISMS,"Chooi,Yean W",199,222,2.889,3.072,44.7,21.6,20.6,7,13,10,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",20,28,3.315,3.121,55,30,10,0,4,4,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",24,28,3.629,3.402,83.3,8.3,4.2,0,0,4,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",24,26,3.8,3.48,87.5,12.5,0,0,0,2,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",22,26,3.286,3.453,50,31.8,13.6,4.5,2,2,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",25,28,3.848,3.286,92,8,0,0,0,3,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",24,28,3.383,3.254,54.2,37.5,8.3,0,0,4,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",24,24,3.408,3.466,54.2,37.5,8.3,0,0,0,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",24,26,3.596,3.378,70.8,20.8,4.2,4.2,0,2,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",26,26,3.723,3.448,88.5,3.8,3.8,3.8,0,0,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",23,28,3.691,3.519,78.3,21.7,0,0,1,4,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",23,26,3.487,3.123,56.5,30.4,13,0,1,2,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",20,26,2.97,3.295,40,40,5,10,3,3,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",24,26,3.596,3.5,75,20.8,4.2,0,1,1,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",25,25,3.564,3.297,64,32,4,0,0,0,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",22,27,3.364,3.253,54.5,31.8,9.1,4.5,2,3,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",22,26,3.286,3.163,36.4,54.5,9.1,0,2,2,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",24,26,3.213,3.323,45.8,37.5,12.5,4.2,0,2,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",23,26,3.617,3.378,73.9,21.7,4.3,0,1,2,0,0
BIOL,113,BIOLOGY LABORATORY,"Hengeveld,James David",24,26,3.396,3.342,62.5,25,8.3,4.2,0,2,0,0
BIOL,211,MOLECULAR BIOLOGY,"Mehta,Sapna",130,147,2.985,3.248,44.6,27.7,17.7,2.3,5,12,0,0
BIOL,211,MOLECULAR BIOLOGY,"Zentner,Gabriel",310,321,3.473,3.368,62.3,26.8,9,1.9,6,5,0,0
BIOL,311,GENETICS,"Forrester,Wayne C.",98,108,2.785,3.278,31.6,31.6,23.5,9.2,8,2,0,0
BIOL,311,GENETICS,"Anderson,Carol Myrick",60,63,2.997,3.161,35,40,18.3,5,0,3,0,0
BIOL,312,CELL BIOLOGY,"Hu,Ke",56,62,2.87,3.391,25,51.8,14.3,3.6,1,3,2,0
BIOL,313,CELL BIOLOGY LABORATORY,"Surzycki,Judith A.",48,49,3.785,3.511,85.4,14.6,0,0,0,1,0,0
BIOL,318,EVOLUTION,"Smith,Adam Ray",45,50,3.26,3.205,35.6,60,2.2,0,2,3,0,0
BIOL,318,EVOLUTION,"Raff,Rudolf A.",53,56,2.792,3.308,18.9,56.6,17,5.7,1,2,0,0
BIOL,319,GENETICS LABORATORY,"Innes,Roger William",49,52,3.445,3.39,63.3,26.5,10.2,0,0,3,0,0
BIOL,321,PRINCIPLES OF IMMUNOLOGY,"Chooi,Yean W",64,71,3.389,3.476,60.9,20.3,14.1,4.7,0,7,0,0
BIOL,324,HUMAN MOLECULAR BIOLOGY LAB,"Surzycki,Stefan J.",18,20,4,3.666,100,0,0,0,0,2,0,0
BIOL,324,HUMAN MOLECULAR BIOLOGY LAB,"Surzycki,Stefan J.",18,19,3.983,3.511,100,0,0,0,0,1,0,0
BIOL,330,BIOLOGY OF THE CELL,"Whitworth,Karen Petree",29,32,3.534,3.3,65.5,27.6,6.9,0,0,3,0,0
BIOL,331,INTRODUCTION TO HUMAN GENETICS,"Surzycki,Stefan J.",28,31,3.682,3.26,71.4,28.6,0,0,0,3,0,0
BIOL,340,BIOL BASIS OF SEX DIFFERENCES,"Smith,G Troy",37,39,2.968,3.102,40.5,32.4,18.9,2.7,1,1,0,0
BIOL,350,ENVIRONMENTAL BIOLOGY,"Mojonnier,Laura Ellen",9,13,3.744,3.011,77.8,22.2,0,0,0,4,0,0
BIOL,369,HEREDITY EVOLUTION & SOCIETY,"Ruf Jr,Edward W",10,12,2.92,3.111,30,50,20,0,1,1,0,0
BIOL,376,BIOLOGY OF BIRDS,"Hengeveld,Susan E.",23,25,3.204,3.248,43.5,34.8,21.7,0,1,1,0,0
BIOL,410,TOPICAL ISSUES IN BIOLOGY,"Bashey-Visser,Farrah",14,19,3.55,3.466,57.1,42.9,0,0,0,4,0,0
BIOL,410,TOPICAL ISSUES IN BIOLOGY,"Phillips,Richard P",13,17,3.023,3.216,30.8,38.5,30.8,0,0,4,0,0
BIOL,410,TOPICAL ISSUES IN BIOLOGY,"Tracey,Dan",9,11,3.411,3.156,44.4,55.6,0,0,0,2,0,0
BIOL,410,TOPICAL ISSUES IN BIOLOGY,"Brendel,Volker",15,17,3.56,3.223,66.7,26.7,6.7,0,0,2,0,0
BIOL,412,ANALYSIS OF CANCER RESEARCH,"Bender,Alan David",36,40,3.864,3.423,88.9,11.1,0,0,0,4,0,0
BIOL,472,MICROBIAL ECOLOGY,"Lennon,Jay",12,14,3.075,2.876,41.7,33.3,16.7,0,0,1,0,0
BIOL,500,INDEPENDENT STUDY,"Fuqua,Clay",6,6,4,3.981,100,0,0,0,0,0,0,0
BIOL,534,EVOLUTION OF PROTEINS & CELLS,"Lynch,Michael",11,17,3.973,3.875,100,0,0,0,3,3,0,0
BIOL,553,SENSORY ECOLOGY,"Hurley,Laura M.",6,6,4,3.924,100,0,0,0,0,0,0,0
BIOL,570,SEM IN ECOLOGY & ENVIRON BIOL,"Hahn,Matthew",8,8,4,3.983,100,0,0,0,0,0,0,0
BIOL,581,BEHAVIORAL ECOLOGY,"Rosvall,Kimberly",10,10,3.8,3.914,80,20,0,0,0,0,0,0
BIOL,587,DEVELOPMENTAL BIOLOGY,"Zelhof,Andrew C",18,19,4,3.801,100,0,0,0,0,1,0,0
BIOL,200,MICROORGANSM IN NATURE/DISEASE,"Kao,Cheng Chia",219,243,2.497,3.256,9.1,47,31.5,9.6,18,6,0,0
BIOL,215,MICROORGANISM LABORATORY,"Kulow,Carl",126,139,3.187,3.36,34.9,52.4,7.1,4.8,7,6,0,0
BIOL,250,MICROBIOLOGY,"van Kessel,Julia",56,61,3.121,3.392,51.8,25,12.5,7.1,2,3,0,0
BIOL,315,MICROBIOLOGY LABORATORY,"Kulow,Carl",17,18,3.253,3.405,23.5,76.5,0,0,1,0,0,0
BIOL,315,MICROBIOLOGY LABORATORY,"Kulow,Carl",25,28,3.588,3.541,60,40,0,0,0,3,0,0
BIOL,315,MICROBIOLOGY LABORATORY,"Kulow,Carl",27,29,3.315,3.378,33.3,59.3,7.4,0,0,2,0,0
BIOL,350,MICROBIAL PHYS & BIOCHEMISTRY,"McKinlay,James",23,23,3.178,3.405,43.5,39.1,13,4.3,0,0,0,0
BIOL,360,MICROBIAL PHYSIOLOGY LAB,"Dunn,Megan Marie",20,20,3.58,3.381,55,45,0,0,0,0,0,0
BIOL,416,BIOLOGY OF AIDS,"Hardy,Richard William",25,29,3.524,3.42,64,28,8,0,2,2,0,0
BIOL,430,VIROLOGY LECTURE,"Danthi,Pranav",31,37,2.697,3.259,25.8,41.9,16.1,6.5,4,1,0,0
BIOL,435,VIRAL-TISSUE-CULTURE LAB,"Mukhopadhyay,Suchetana",12,13,3.308,3.227,41.7,50,8.3,0,0,1,0,0
BIOL,485,MOLECULAR GENETICS LABORATORY,"Dalia,Ankur",10,13,3.83,3.285,80,20,0,0,2,1,0,0
BIOL,511,MOLECULAR BIOL OF PROKARYOTES,"McKinlay,James",7,7,3.9,3.922,85.7,14.3,0,0,0,0,0,0
BIOL,541,MICROBIAL PATH AND VIROLOGY,"Rowe-Magnus,Dean",7,8,4,3.984,100,0,0,0,0,1,0,0
BIOL,451,INTEGRATIVE HUMAN PHYSIOLOGY,"Schlegel,Whitney M",41,42,3.332,3.361,43.9,51.2,4.9,0,0,1,0,0
BIOL,201,BIOL SCI FOR ELEM TEACHERS,"Hanratty,Pamela",47,54,3.083,3.265,25.5,55.3,19.1,0,3,4,0,0
BIOL,311,"GENETICS, HONORS","Michaels,Scott Daniel",18,20,3.928,3.839,94.4,5.6,0,0,0,2,0,0
BIOL,318,"EVOLUTION, HONORS","Spitze,Ken",25,25,3.592,3.711,64,36,0,0,0,0,0,0
BIOL,490,INDIVIDUAL STUDY,"Fuqua,Clay",55,57,4,3.696,100,0,0,0,1,0,1,0
BIOL,406,VERTEBRATE ZOOLOGY,"Cotten,Clara Ann",32,35,2.872,3.213,37.5,28.1,28.1,3.1,0,3,0,0
BIOL,460,ANIMAL BEHAVIOR,"Hurley,Laura M.",67,72,3.304,3.242,56.7,28.4,11.9,0,1,3,1,0
BIOL,469,ENDOCRINOLOGY LABORATORY,"Berndtson,Amy",24,27,3.863,3.733,87.5,12.5,0,0,0,3,0,0
BIOL,620,SPECIAL TOPICS IN ZOOLOGY,"Wade,Michael J.",9,9,4,3.918,100,0,0,0,0,0,0,0
BIOL,620,SPECIAL TOPICS IN ZOOLOGY,"Kaufman,Thomas C.",10,10,4,3.84,100,0,0,0,0,0,0,0
BIOL,620,SPECIAL TOPICS IN ZOOLOGY,"Calvi,Brian R",10,10,3.77,3.733,80,20,0,0,0,0,0,0
BIOT,270,ALCOHOL & SCI OF FERMENTATION,"Bochman,Matt L.",13,14,3.546,3.342,84.6,7.7,0,0,1,0,0,0
BIOT,301,SEMINAR IN BIOTECHNOLOGY,"Vaughan,Robert Clyde",9,16,3.967,3.204,100,0,0,0,4,2,1,0
BIOT,312,SOCIETAL ISSUES IN BIOTECH,"Watts,Daniel Jay",46,51,3.793,3.502,84.8,13,2.2,0,1,4,0,0
BIOT,315,BIOTECHNOLOGY LABORATORY,"Magill,Nancy Gene",6,8,3.117,3.169,33.3,50,16.7,0,2,0,0,0
BIOT,322,BIOTECHNOLOGY WRITING & COMM,"Magill,Nancy Gene",18,24,3.639,3.281,72.2,27.8,0,0,3,2,1,0
BIOT,415,THEORY&APPL OF BIOTECH LAB I,"Sultana,Rasheda",9,11,3.144,3.104,33.3,44.4,22.2,0,0,2,0,0
BIOT,440,"STRUCTR,FUNCTN,REG BIOMOLECUL","Cochran,Jared Clinton",17,18,3.459,3.306,64.7,23.5,11.8,0,1,0,0,0
BIOT,500,PROJECT LAB IN BIOTECHNOLOGY,"Vaughan,Robert Clyde",8,9,3.838,3.688,87.5,12.5,0,0,1,0,0,0
BIOT,540,"STRUCT, FUNCT&REG BIOMOLECULES","Cochran,Jared Clinton",10,10,3.38,3.503,50,50,0,0,0,0,0,0
BIOT,680,SPECIALIZED TOPICS IN BIOT,"Vaughan,Robert Clyde",7,8,4,3.627,100,0,0,0,1,0,0,0
BIOT,498,INDEPENDT RESEARCH: BIOTECH,"Kao,Cheng Chia",8,9,3.875,3.429,87.5,12.5,0,0,1,0,0,0
BUEX,531,INTRO TO BUSINESS ANALYTICS,"Acito,Franklin",78,78,3.172,3.588,20.5,74.4,2.6,0,0,0,0,0
BUEX,533,"DATA WAREHOUSING,MINING&VISUAL","Gregory,Tom",68,76,2.994,3.317,41.2,38.2,11.8,0,2,6,0,0
BUEX,533,"DATA WAREHOUSING,MINING&VISUAL","Gregory,Tom",70,72,3.503,3.537,62.9,31.4,5.7,0,0,2,0,0
BUEX,533,"DATA WAREHOUSING,MINING&VISUAL","Gregory,Tom",68,72,3.732,3.805,79.4,20.6,0,0,0,4,0,0
BUEX,533,"DATA WAREHOUSING,MINING&VISUAL","Gregory,Tom",50,54,3.04,3.488,36,44,8,12,0,2,2,0
BUEX,594,EXP CRSE FOR MBA GLB EXEC TRCK,"Prabhakar,Bipin",80,80,3.113,3.618,45,35,15,0,0,0,0,0
BUEX,595,EXP CRSE FOR MBA GLB EXEC TRCK,"Venkataraman,Ramesh",72,74,3.853,3.781,94.4,5.6,0,0,2,0,0,0
BUEX,595,EXP CRSE FOR MBA GLB EXEC TRCK,"Kinser,James Eric",30,30,3.913,3.914,93.3,6.7,0,0,0,0,0,0
BUEX,598,EXP CRSE FOR MBA GLB EXEC TRCK,"Prabhakar,Bipin",46,46,3.165,3.692,56.5,30.4,0,4.3,0,0,0,0
BUKD,521,MNG ACCTG INFO FOR DEC-MAKING,"Smith,John Reed",94,94,3.696,3.708,70.2,29.8,0,0,0,0,0,0
BUKD,521,MNG ACCTG INFO FOR DEC-MAKING,"Smith,John Reed",74,80,3.619,3.777,67.6,32.4,0,0,2,4,0,0
BUKD,521,MNG ACCTG INFO FOR DEC-MAKING,"Beneish,Messod Daniel",80,86,3.53,3.706,50,50,0,0,0,4,2,0
BUKD,521,MNG ACCTG INFO FOR DEC-MAKING,"Beneish,Messod Daniel",72,80,3.561,3.649,52.8,47.2,0,0,2,6,0,0
BUKD,521,MNG ACCTG INFO FOR DEC-MAKING,"Hassell,John M.",90,94,3.516,3.675,48.9,51.1,0,0,0,4,0,0
BUKD,521,MNG ACCTG INFO FOR DEC-MAKING,"Hassell,John M.",74,90,3.454,3.565,40.5,59.5,0,0,6,10,0,0
BUKD,522,INFORMATION TECHNOLOGY,"Gerth,Tony",80,80,3.793,3.637,90,7.5,2.5,0,0,0,0,0
BUKD,522,INFORMATION TECHNOLOGY,"Gerth,Tony",78,80,3.918,3.759,94.9,5.1,0,0,2,0,0,0
BUKD,522,INFORMATION TECHNOLOGY,"Gerth,Tony",74,76,3.824,3.682,97.3,0,2.7,0,0,2,0,0
BUKD,522,INFORMATION TECHNOLOGY,"Gerth,Tony",78,78,3.849,3.658,97.4,0,2.6,0,0,0,0,0
BUKD,522,INFORMATION TECHNOLOGY,"Gerth,Tony",54,54,3.9,3.639,100,0,0,0,0,0,0,0
BUKD,524,STRATEGIC ENTREPRENEURSHIP,"McMullen,Jeff",64,70,3.834,3.737,87.5,9.4,3.1,0,2,4,0,0
BUKD,524,STRATEGIC ENTREPRENEURSHIP,"McMullen,Jeff",60,68,3.653,3.564,73.3,23.3,0,0,6,2,0,0
BUKD,540,FINANCIAL MANAGEMENT,"Larsen Jr,Glen Albert",64,64,3.878,3.724,90.6,9.4,0,0,0,0,0,0
BUKD,540,FINANCIAL MANAGEMENT,"Larsen Jr,Glen Albert",78,84,3.664,3.639,82.1,12.8,2.6,0,0,4,2,0
BUKD,543,FINANCIAL ANALYS&FIRM VALUATN,"Beneish,Messod Daniel",74,80,3.581,3.648,54.1,45.9,0,0,4,2,0,0
BUKD,548,MANAGING INTELLECTUAL PROPERTY,"Lemper,Tim",40,44,3.55,3.553,60,35,5,0,0,2,2,0
BUKD,550,LAW & ETHICS IN BUSINESS,"Fort,Timothy L",98,102,3.682,3.71,73.5,22.4,4.1,0,0,4,0,0
BUKD,550,LAW & ETHICS IN BUSINESS,"Eskew,Kelly",98,98,3.743,3.699,81.6,18.4,0,0,0,0,0,0
BUKD,550,LAW & ETHICS IN BUSINESS,"Sellers,April Edwards",82,86,3.554,3.564,70.7,19.5,7.3,0,0,4,0,0
BUKD,555,A CLINIC ON GLOBAL TALENT MGMT,"Magjuka,Richard J.",68,72,3.974,3.78,100,0,0,0,0,0,4,0
BUKD,560,STRATEGIC MGMT & BUSINESS PLAN,"Littel,Christopher",68,78,3.771,3.606,91.2,8.8,0,0,4,4,2,0
BUKD,560,STRATEGIC MGMT & BUSINESS PLAN,"Anderson,Kyle Jay",88,88,3.743,3.689,81.8,18.2,0,0,0,0,0,0
BUKD,562,DEVELPG STRATEGIC CAPABILITIES,"Cochran,Philip L.",60,62,3.553,3.517,66.7,30,3.3,0,2,0,0,0
BUKD,562,DEVELPG STRATEGIC CAPABILITIES,"Cochran,Philip L.",86,90,3.733,3.674,76.7,23.3,0,0,0,4,0,0
BUKD,562,DEVELPG STRATEGIC CAPABILITIES,"Littel,Christopher",60,60,3.803,3.618,93.3,6.7,0,0,0,0,0,0
BUKD,562,DEVELPG STRATEGIC CAPABILITIES,"Wisneski,John E",68,76,3.518,3.707,50,50,0,0,2,6,0,0
BUKD,563,INTEGRATIVE TEAM ORIENTED PROJ,"Ash,Richard",80,82,3.615,3.689,67.5,32.5,0,0,0,2,0,0
BUKD,563,INTEGRATIVE TEAM ORIENTED PROJ,"Ash,Richard",66,70,3.464,3.66,48.5,48.5,3,0,2,2,0,0
BUKD,570,STRATEGIC MARKETING MANAGEMENT,"Talbott,John S",90,94,3.924,3.728,97.8,2.2,0,0,0,4,0,0
BUKD,570,STRATEGIC MARKETING MANAGEMENT,"Threlkeld,James Shannon",70,78,3.451,3.586,57.1,40,0,0,2,6,0,0
BUKD,570,STRATEGIC MARKETING MANAGEMENT,"Mayer,James Mark",88,90,3.9,3.706,95.5,4.5,0,0,0,2,0,0
BUKD,570,STRATEGIC MARKETING MANAGEMENT,"Threlkeld,James Shannon",66,76,3.558,3.432,66.7,33.3,0,0,0,8,2,0
BUKD,570,STRATEGIC MARKETING MANAGEMENT,"Mayer,James Mark",78,88,3.746,3.551,92.3,2.6,0,0,2,8,0,0
BUKD,570,STRATEGIC MARKETING MANAGEMENT,"Walters,Rockney G.",90,90,3.836,3.688,82.2,17.8,0,0,0,0,0,0
BUKD,574,BUSINESS MKTG STRATEGY & MGMT,"Gildea,Joshua Scott",46,46,3.6,3.612,65.2,34.8,0,0,0,0,0,0
BUKD,575,CROSS CULTURAL MGMT,"Garcia,P. Roberto",64,64,3.706,3.724,78.1,21.9,0,0,0,0,0,0
BUKD,580,OPERATIONS MANAGEMENT,"Lee,Peggy Daniels",68,80,3.15,3.301,38.2,50,5.9,2.9,2,10,0,0
BUKD,580,OPERATIONS MANAGEMENT,"Blocher,James D",84,92,3.55,3.614,71.4,26.2,0,0,0,8,0,0
BUKD,580,OPERATIONS MANAGEMENT,"Blocher,James D",82,86,3.454,3.536,73.2,19.5,2.4,2.4,0,4,0,0
BUKD,580,OPERATIONS MANAGEMENT,"Blocher,James D",68,70,3.132,3.42,47.1,35.3,11.8,0,0,2,0,0
BUKD,735,SCM PROJ MGMT & PROCESS ANALYS,"Cutshall,Rex R.",50,54,3.744,3.667,88,8,4,0,0,4,0,0
BUKD,743,FINANCIAL RISK MANAGEMENT,"Masson,Dubos Joseph",84,84,3.936,3.724,100,0,0,0,0,0,0,0
BUKD,744,FINAN STRATEGY & CORP RESTRUCT,"Heron,Randall A.",92,100,3.459,3.681,63,32.6,2.2,0,2,6,0,0
BUKD,745,VALUATN & CAPITAL INVESTMENTS,"Masson,Dubos Joseph",28,28,3.864,3.677,92.9,7.1,0,0,0,0,0,0
BUKD,544,ADVERTISING AND PROMO MNGMT,"Palmer Jr,Paul",34,34,3.453,3.589,47.1,52.9,0,0,0,0,0,0
BUKD,574,PERFORMANCE DRIVEN PRICING,"Walters,Rockney G.",78,80,3.721,3.697,74.4,25.6,0,0,0,0,2,0
BUKD,732,PROD LIAB INTERNTL MKT PLACE,"Sellers,April Edwards",58,58,3.866,3.681,89.7,10.3,0,0,0,0,0,0
BUKD,714,INTERNATL COMPETITIVE STRATEGY,"Garcia,P. Roberto",42,42,3.671,3.663,81,9.5,9.5,0,0,0,0,0
BUKD,723,STRAT MGMT OF TECH & INNOVATN,"Covin,Jeffrey G",64,64,3.753,3.735,78.1,21.9,0,0,0,0,0,0
BUKD,723,STRAT MGMT OF TECH & INNOVATN,"Covin,Jeffrey G",56,56,3.746,3.672,82.1,17.9,0,0,0,0,0,0
BUKD,500,EXP COURSE FOR MBA PROGRAM,"Fort,Timothy L",22,24,4,3.663,100,0,0,0,0,0,2,0
BUKD,520,EXP COURSE FOR MBA PROGRAM,"Venkataraman,Ramesh",38,42,3.811,3.674,100,0,0,0,0,4,0,0
BUKD,532,TOPICS IN BUSINESS CAPSTONE,"Magjuka,Richard J.",46,46,4,3.652,100,0,0,0,0,0,0,0
BUS,200,FOUNDATIONS OF ACCOUNTING,"Schrimper,Richard J.",151,168,3.041,3.003,28.5,50.3,19.9,.7,6,10,1,0
BUS,200,FOUNDATIONS OF ACCOUNTING,"Schrimper,Richard J.",159,176,3.087,3.093,32.7,47.2,19.5,.6,6,11,0,0
BUS,200,FOUNDATIONS OF ACCOUNTING,"Schrimper,Richard J.",157,174,3.105,3.137,29.3,54.8,15.9,0,4,12,1,0
BUS,200,FOUNDATIONS OF ACCOUNTING,"Schrimper,Richard J.",152,177,2.985,2.988,27.6,48.7,23,0,5,19,1,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",28,36,2.786,3.328,28.6,39.3,21.4,3.6,4,4,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",36,46,3.111,3.458,30.6,52.8,13.9,2.8,4,6,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",38,44,2.947,3.355,26.3,47.4,21.1,5.3,2,4,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",35,45,2.511,3.255,14.3,34.3,40,8.6,2,8,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",38,43,2.697,3.373,18.4,44.7,21.1,15.8,2,3,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",20,27,2.935,3.487,45,20,25,5,5,2,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",25,28,2.972,3.482,32,40,20,8,2,1,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",27,31,2.893,3.451,40.7,25.9,22.2,7.4,2,2,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Glass,Kathrine",46,56,2.915,3.237,26.1,56.5,13,0,3,6,1,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",31,36,2.89,3.364,25.8,41.9,29,0,5,0,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",28,35,3.057,3.525,35.7,42.9,10.7,10.7,3,4,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",34,42,2.947,3.444,26.5,52.9,14.7,5.9,6,2,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",36,44,2.878,3.469,27.8,38.9,27.8,2.8,3,4,1,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",36,42,2.692,3.324,19.4,38.9,33.3,5.6,3,3,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",26,39,3.235,3.337,46.2,34.6,19.2,0,7,6,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",37,42,2.784,3.324,29.7,32.4,27,8.1,1,4,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",28,37,2.839,3.313,17.9,64.3,10.7,3.6,6,3,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",27,33,2.919,3.478,25.9,37,33.3,3.7,3,3,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",30,39,2.937,3.406,30,43.3,20,6.7,3,6,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",24,26,2.854,3.546,29.2,41.7,16.7,4.2,1,1,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",25,32,2.288,3.236,20,32,28,4,3,4,0,0
BUS,201,INTRO TO FINANCIAL ACCOUNTING,"Head,Julie S.",26,37,2.988,3.408,38.5,38.5,15.4,0,7,4,0,0
BUS,202,INTRO TO MANAGERIAL ACCOUNTING,"Biagioni,Diane T",39,44,3,3.513,41,28.2,23.1,5.1,0,5,0,0
